"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x3289003559","NewsUpdate24 🌍","NewsUpdate24Int","Norway","We give you news from international press. Warning: Ongoing News Are Developing And Information May Change When The Situation Calm Down!","https://t.co/gqewKgYVrp",FALSE,1301,41,245,1064182,9,2015-05-18 20:57:49,FALSE,"https://t.co/gqewKgYVrp","http://int.newsupdate24.news","en","https://pbs.twimg.com/profile_banners/3289003559/1516210568","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/953678112943935488/PB73m7uI_normal.jpg"
"x970712816","angela","angelacervamtes","","",,FALSE,206,84,0,3879,2440,2012-11-25 20:18:51,FALSE,,,"en","https://pbs.twimg.com/profile_banners/970712816/1491197709","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/929137819196387328/79fDDztn_normal.jpg"
"x47002757","Justine Brown","Justine_Brown","Los Angeles, CA","No two days the same. #VFL IG - @justineslife","https://t.co/woHoRTgzcs",FALSE,5827,709,134,73389,4603,2009-06-14 01:14:34,FALSE,"https://t.co/woHoRTgzcs","http://www.justineslife.com","en","https://pbs.twimg.com/profile_banners/47002757/1448414435","http://pbs.twimg.com/profile_background_images/666380336/5006bf124d34e13f384133b6d19eae84.jpeg","http://pbs.twimg.com/profile_images/855870825970360320/hn0N4k3k_normal.jpg"
"x2960930406","🐢","curlhead_","West La La","this expresses how loudly i love you",,FALSE,2193,306,6,51059,32791,2015-01-06 16:49:05,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2960930406/1516746764","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/971629280022159360/_bp0xdwM_normal.jpg"
"x579386731","Dr Michael Karlfeldt","DrKarlfeldt","Boise, ID","Certified Naturopath. I treat the whole person-physical, #emotional #neurochemical #hormonal #nutritional #toxic #immune system dysfunction & neurological","http://t.co/hYcm2mdn1e",FALSE,426,722,14,3817,0,2012-05-13 23:51:54,FALSE,"http://t.co/hYcm2mdn1e","http://SwedishNaturopathic.com","en","https://pbs.twimg.com/profile_banners/579386731/1366128780","http://pbs.twimg.com/profile_background_images/840130263/422feb346b09e4793974bff9a7c037e6.jpeg","http://pbs.twimg.com/profile_images/2216327458/277147_184373104917248_3207184_n_normal.jpg"
"x968621028216750081","Deplorable senior_45#MAGA","PatriciaLindn10","","",,FALSE,11,16,0,219,446,2018-02-27 22:57:04,FALSE,,,"en",,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x43226460","LizzieStarrdust💫","lizziestarrdust","Chicago, IL","from the 860 to CHICAGO✌#BASSHEAD #LUSHLIFE #SLSL💗 Young&Transient",,FALSE,546,380,13,10279,8457,2009-05-28 23:50:57,FALSE,,,"en","https://pbs.twimg.com/profile_banners/43226460/1478402642","http://pbs.twimg.com/profile_background_images/451242557670834176/yWBlsYxb.jpeg","http://pbs.twimg.com/profile_images/777115658853097472/VDbzLSLg_normal.jpg"
"x79198131","Amanda","AmandaKLarsson","Sweden","Aspiring Actress. No longer eating animals since 2015",,FALSE,100,131,3,5126,2454,2009-10-02 14:42:46,FALSE,,,"sv","https://pbs.twimg.com/profile_banners/79198131/1518178673","http://pbs.twimg.com/profile_background_images/378800000132187250/W8o3b458.jpeg","http://pbs.twimg.com/profile_images/964133842331238400/QuDU7n9h_normal.jpg"
"x952522116","Jock Martin","jockmart","","Teacher, storyteller, drama and film enthusiast. Father, husband, son, brother. Learning to learn.",,FALSE,261,341,22,3265,2595,2012-11-16 22:37:44,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2858013077/3a90fc45979ece4b332290c21e194567_normal.jpeg"
"x41698349","Jeremy Edwards","jeremywsyx6","","Executive Producer for ABC 6 News in Columbus, Ohio. Orginally from Charleston, West Virginia but am feeling right at home in Central Ohio!",,FALSE,1323,1360,51,15436,642,2009-05-21 23:08:44,FALSE,,,"en","https://pbs.twimg.com/profile_banners/41698349/1507877311","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/918730144629641216/wtcSghrq_normal.jpg"
"x969240608132030464","Event Diaries","NYEvent_Diaries","New York, NY","The diary of an #eventprof from another point of view living in #NYC trying to survive the craziness of the #eventworld.  P.S. I love penguins 🐧😍",,FALSE,12,77,0,28,18,2018-03-01 15:59:03,FALSE,,,"en","https://pbs.twimg.com/profile_banners/969240608132030464/1520261667","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/970686361295572992/uYdm-dY4_normal.jpg"
"x593813785","Donna Young","DonnaYoungDC","Washington","All things Washington for pharma/biotech, health care & science news - 'The pharma diviner' - Senior Reporter, S&P Global News","https://t.co/Dh0BddmFod",FALSE,6742,1874,468,67645,7986,2012-05-29 15:45:45,FALSE,"https://t.co/Dh0BddmFod","http://marketintelligence.spglobal.com/our-thinking/news.html","en","https://pbs.twimg.com/profile_banners/593813785/1402071031","http://pbs.twimg.com/profile_background_images/828264930/6cd70d5efa13824b51e8f8dbd73a36c3.jpeg","http://pbs.twimg.com/profile_images/474939099648778240/Ug76s07w_normal.jpeg"
"x201673502","Chris Harwood","chrisharwood151","","Swinging for the fence.",,FALSE,370,524,0,3421,2934,2010-10-12 11:16:44,FALSE,,,"en","https://pbs.twimg.com/profile_banners/201673502/1519098369","http://pbs.twimg.com/profile_background_images/378800000093887993/3315f0ecfc2e6f6839ba9c1c8f400c5a.jpeg","http://pbs.twimg.com/profile_images/901219422089641984/KXJWIpNO_normal.jpg"
"x125151938","Heather Weeks","Heather_Weeks","Monroe, LA","The most important thing is to enjoy your life, to be happy, it's all that matters. -Audrey Hepburn.",,FALSE,538,337,0,8799,1521,2010-03-21 21:49:31,FALSE,,,"en","https://pbs.twimg.com/profile_banners/125151938/1519931672","http://pbs.twimg.com/profile_background_images/728714514/a3839a442559e20916db3423f22245d1.jpeg","http://pbs.twimg.com/profile_images/969290035781611521/g99i8teO_normal.jpg"
"x455102100","CBCSundayEdition","CBCSunday","Canada","The Sunday Edition is a lively three-hour program of conversation, documentaries and music on CBC Radio One, hosted by Michael Enright.","https://t.co/E9cb0FOsfj",FALSE,8755,1388,223,16502,1083,2012-01-04 18:51:09,TRUE,"https://t.co/E9cb0FOsfj","http://www.cbc.ca/thesundayedition/","en","https://pbs.twimg.com/profile_banners/455102100/1435248999","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/463363242371190785/x6WGzX4r_normal.png"
"x934853260330008576","Damien Seitz","DamienSeitzz","","I'm just a Guy... A awesome Guy! 
Vlogger/YouTuber. 📷💻
Husband to a Beautiful woman💏👫","https://t.co/Ab6RVhVQXO",FALSE,14,28,0,57,46,2017-11-26 18:36:00,FALSE,"https://t.co/Ab6RVhVQXO","https://www.youtube.com/channel/UCCaK84C8aqr4v6v5PyfwwhA","en","https://pbs.twimg.com/profile_banners/934853260330008576/1518490568",,"http://pbs.twimg.com/profile_images/963245427645669376/X3yvokbS_normal.jpg"
"x501100768","belinda vanhouten","belinda0313","Butte, NE","",,FALSE,56,908,12,2402,15,2012-02-23 19:58:54,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x147400741","SalvationArmyOshawa","saoshawa","Oshawa Ontario Canada","🇨🇦 The Salvation Army has been a Christian Church in Oshawa for 130 years. Now Blogging at saoshawa.ca","https://t.co/tGJJBdV6O5",FALSE,25546,23906,266,26603,1172,2010-05-24 01:50:11,FALSE,"https://t.co/tGJJBdV6O5","http://www.oshawa-temple.org","en","https://pbs.twimg.com/profile_banners/147400741/1442202755","http://pbs.twimg.com/profile_background_images/406343303/2012-01-21_20-54-48_184.147.118.73.jpg","http://pbs.twimg.com/profile_images/665548477749854208/ZUdPwmR-_normal.png"
"x3081019024","Blessed & Grateful","GodBlessedMama","","Attitude of gratitude-Count your Blessings-Faithful-Hopeful-W/God ALL things possible-#MAGA-#PresidentTrump-No Disrespect--NO LISTS",,FALSE,501,1014,4,23486,11533,2015-03-09 04:25:02,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3081019024/1510520870","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/929859417226477570/dgz2T1FE_normal.jpg"
"x165890943","West Texas Missioner","westTXmissioner","Midland, Texas, USA","","http://t.co/75BZl7gTks",FALSE,354,252,114,32478,1,2010-07-12 20:19:32,FALSE,"http://t.co/75BZl7gTks","http://westexmissioner.blogspot.com/","en","https://pbs.twimg.com/profile_banners/165890943/1498703046","http://pbs.twimg.com/profile_background_images/124305941/bg.gif","http://pbs.twimg.com/profile_images/879897090159136768/seiD7_0K_normal.jpg"
"x558073033","beis","katiebeis","Heart's in Pittsburgh","23. Probably in front of a computer somewhere. Breakfast food believer. Americano evangelist. Unapologetic rocker adult. Big fan of many things.","https://t.co/KucuHwsfMo",FALSE,763,975,12,21614,27718,2012-04-19 21:25:09,FALSE,"https://t.co/KucuHwsfMo","http://sometimestwentyfun.tumblr.com","en","https://pbs.twimg.com/profile_banners/558073033/1519493572","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/967877694020116481/_lNTQpMt_normal.jpg"
"x562492176","Fig Tree Books","FigTreeBooksCA","Edmonton, AB","We are a Christian bookstore in West Edmonton Mall with the latest and best in Christian gifts, books and music. #yeg #shopyeg","https://t.co/mUmHbVVXTw",FALSE,74,251,6,2504,7,2012-04-24 23:07:56,FALSE,"https://t.co/mUmHbVVXTw","http://www.figtreebooks.ca","en","https://pbs.twimg.com/profile_banners/562492176/1397688130","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/709760415920693248/QxFMHIeZ_normal.jpg"
"x936000912191049730","KRISTA","lady_kristaa","Kendall, FL","Crazy mixed chick . 🇭🇹🇻🇪.                                       👻: lady_kristaa",,FALSE,352,305,1,3887,10774,2017-11-29 22:36:22,FALSE,,,"en","https://pbs.twimg.com/profile_banners/936000912191049730/1511995204",,"http://pbs.twimg.com/profile_images/966877231065673729/gAe_cB5z_normal.jpg"
"x3178490905","Andrea Hardy RD","AndreaHardyRD","Calgary, Alberta","Canada’s Gut Health Expert | Owner of Ignite Nutrition Inc. | Food-relationship advocate. | IBS & FODMAP dietitian. #allfoodfits #yyc #dietitian #rdchat","https://t.co/mQTUTLR8y3",FALSE,5896,3014,172,7858,9905,2015-04-28 18:11:47,FALSE,"https://t.co/mQTUTLR8y3","http://www.ignitenutrition.ca","en","https://pbs.twimg.com/profile_banners/3178490905/1457025348","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/779084897151442944/ju8qwLso_normal.jpg"
"x18646199","Nick Ayres","aldeberuhn","Findlay, Ohio","","https://t.co/SO8JyxdTaK",FALSE,106,34,3,5956,1746,2009-01-05 21:07:56,FALSE,"https://t.co/SO8JyxdTaK","https://nicholasayres.wixsite.com/home","en","https://pbs.twimg.com/profile_banners/18646199/1505304817","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/910712809218088965/5Fnzm5Qa_normal.jpg"
"x19848538","William K Millar Jr","WMillar","Maine","You are about to read the ramblings of an old man capitalizing social media to spread useless knowledge.","http://t.co/Xh9DUcei1P",FALSE,218,209,13,3232,20,2009-02-01 05:52:52,FALSE,"http://t.co/Xh9DUcei1P","http://whereiscrusaderrabbit.blogspot.com/","en",,"http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/74519684/dad_normal.jpg"
"x711471486419120129","Spokes(wo)man","Spokes_wo_man","Australia","A non-cyclist decides to start commuting by bike in one of the world's least bike-friendly cities ...","https://t.co/mZhvuHYy6v",FALSE,495,962,17,3354,11755,2016-03-20 08:36:35,FALSE,"https://t.co/mZhvuHYy6v","http://spokeswoman.com.au","en","https://pbs.twimg.com/profile_banners/711471486419120129/1458782927",,"http://pbs.twimg.com/profile_images/711473486397444096/UW1NAXBm_normal.jpg"
"x44675315","FamiliesFightingFlu","famfightflu","Arlington, VA","Families Fighting Flu is a nonprofit, 501(c)(3) volunteer-based advocacy organization dedicated to protecting all children against influenza and saving lives.","http://t.co/eMJ3653FSb",FALSE,1864,1336,51,2267,515,2009-06-04 17:59:58,TRUE,"http://t.co/eMJ3653FSb","http://www.familiesfightingflu.org","en","https://pbs.twimg.com/profile_banners/44675315/1417622133","http://pbs.twimg.com/profile_background_images/729950147/f477b7be23ba06d608f3ff35bdecf866.jpeg","http://pbs.twimg.com/profile_images/368742456/New_FFF_Logo_Jpeg__2008.10.31_normal.JPG"
"x52389732","Mark Kell","kellm01","Tampa Bay","Husband, father, bond servant of our Lord Jesus Christ. God bless the USA!",,FALSE,677,957,14,14478,38662,2009-06-30 13:10:40,FALSE,,,"en","https://pbs.twimg.com/profile_banners/52389732/1466193269","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/646061386435571712/GCgg3R8F_normal.jpg"
"x838386670202417153","Debbie Woodyard","wildcat0421","Leroy, USA","",,FALSE,8,51,0,175,62,2017-03-05 13:52:13,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/842379051520131072/4fZ1V4K__normal.jpg"
"x67147845","Nadiuxa","Limonite78","Hermosillo","Nací el 13 de Agosto... ¡y soy orgullosamente zurda!",,FALSE,216,174,7,7710,7204,2009-08-19 22:46:03,FALSE,,,"en","https://pbs.twimg.com/profile_banners/67147845/1465763143","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/941809268067418112/wY0RDxmO_normal.jpg"
"x39329908","Chad Morrin","ChadMorrin","Abingdon, VA","Christ Disciple/Graphic Artist/Student Ministries Pastor @Trigg St COG/Star Wars Fan/CEO of Dead On Graphics",,FALSE,153,194,35,3814,188,2009-05-11 20:11:20,FALSE,,,"en","https://pbs.twimg.com/profile_banners/39329908/1423449328","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/830214547390734336/BdprUh0k_normal.jpg"
"x2194884414","jane","janie189","Parker CO","",,FALSE,256,594,2,1883,800,2013-11-14 21:22:59,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2194884414/1399412549","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/918471280386387968/WW0_9my__normal.jpg"
"x635977770","Kevin loving","rugbykevin9753","Houston, TX","September 19 1962
 #WGPNATION #1ddrive #1first",,FALSE,4033,4948,87,80553,104947,2012-07-15 04:32:27,FALSE,,,"en","https://pbs.twimg.com/profile_banners/635977770/1512401223","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/624036937783865345/o4e9n-sT_normal.jpg"
"x711645869435555840","Erika Kirby","erikagkirby","Irmo, SC","",,FALSE,50,37,0,62,177,2016-03-20 20:09:31,FALSE,,,"en",,,"http://pbs.twimg.com/profile_images/728681087338061824/8QikeXMg_normal.jpg"
"x482179968","🌎Mich Weinraub🌎","MichWeinraub","Denver, CO A Mile High ","Passionate pediatric RN. Bleeding heart; no shame. Here to help.(((Proud Jew))) Love my techie husband/2 daughters.Fight the power to protect the vulnerable.",,FALSE,194,1008,8,595,9014,2012-02-03 16:24:37,FALSE,,,"en","https://pbs.twimg.com/profile_banners/482179968/1492283793","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/822794763460022272/UYXkwv8u_normal.jpg"
"x41162141","Barton Publishing","bartonpublish","USA","Helping people experience vibrant, amazing health through natural healing remedies.","http://t.co/llaUgoswjN",FALSE,3073,3252,39,10615,4,2009-05-19 17:27:22,FALSE,"http://t.co/llaUgoswjN","http://www.bartonpublishing.com","en",,"http://pbs.twimg.com/profile_background_images/80725614/BartonTwitter.jpg","http://pbs.twimg.com/profile_images/580376519006031872/PMzNC5fc_normal.png"
"x15079397","The Columbian","thecolumbian","Vancouver, Washington","The leading source for news and information in Clark County, Washington. Find us on Facebook at http://t.co/t3EoDesWTC","http://t.co/vEm273taLz",FALSE,37613,1864,667,77508,1667,2008-06-10 23:56:12,FALSE,"http://t.co/vEm273taLz","http://www.columbian.com","en","https://pbs.twimg.com/profile_banners/15079397/1513964721","http://pbs.twimg.com/profile_background_images/814602274/e8980622365869373e86b53ca5ac466b.png","http://pbs.twimg.com/profile_images/520353267813863424/Kj1Z7E4c_normal.jpeg"
"x800501342653399040","The NY Evening","TheNYevening","New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.","https://t.co/ZJEbFLWzAK",FALSE,9811,10512,88,8316,312,2016-11-21 00:49:27,FALSE,"https://t.co/ZJEbFLWzAK","http://nyeveningnews.com/","en","https://pbs.twimg.com/profile_banners/800501342653399040/1507463209","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/800505259332431872/3jpChnkg_normal.jpg"
"x2360843316","Shawn kelley the jinx","sen_kelley","stockton ca.","shawn mcarther kelley us senator Shawn Kelley Ohio cartoonists i own and made google i #vetran 
Nn #gop call me at 1-209-313-7702","https://t.co/fxFuKKlxER",FALSE,1360,2152,3,16358,4156,2014-02-25 10:05:29,FALSE,"https://t.co/fxFuKKlxER","http://mcaf.ee/o8ulm0?shawneebomb","en","https://pbs.twimg.com/profile_banners/2360843316/1500081355","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/961583736155398144/-cB-Q7cQ_normal.jpg"
"x752664846768963584","Steel City","SteelCity_Burg","Pittsburgh, PA","The Burg is my home and the Pens are my team.  Dogs rule and anyone that would hurt them is a Jagoff. Oh, and I do believe in 👻😨.",,FALSE,263,611,0,6278,23323,2016-07-12 00:44:18,FALSE,,,"en","https://pbs.twimg.com/profile_banners/752664846768963584/1519608795",,"http://pbs.twimg.com/profile_images/753387000556818432/IL9luX1O_normal.jpg"
"x12804832","The Island Packet","islandpacket","Hilton Head Island, S.C.","Capturing Life in South Carolina's Lowcountry Since 1970","http://t.co/GvasNhoX6h",FALSE,11234,1220,365,73413,218,2008-01-28 22:43:45,TRUE,"http://t.co/GvasNhoX6h","http://www.islandpacket.com","en","https://pbs.twimg.com/profile_banners/12804832/1489092491","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/839941101620441088/dMi8ken3_normal.jpg"
"x767511283","Peter Baker #Brexit","PeterBa82304711","Reading, UK","English (as I am) then British. Rational patriot & realist. Of Europe, not EU. No 'Globalism'or Lists. Politics & curr. affairs.#NUFC #DefendEurope RT= +/-agree",,FALSE,825,607,89,86961,27481,2012-08-19 12:45:42,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/959432516355723264/ZX1JSHqK_normal.jpg"
"x48838257","Kristen Worley🌙","kdworley94","Augusta, Georgia","23 • cat mom • vans sm {461}","https://t.co/zWfBb1c9AN",FALSE,378,444,3,8826,7547,2009-06-19 21:39:44,FALSE,"https://t.co/zWfBb1c9AN","http://broomsticksandboybands.tumblr.com","en","https://pbs.twimg.com/profile_banners/48838257/1516671804","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/873649602951610369/lvUVib9T_normal.jpg"
"x800501342653399040","The NY Evening","TheNYevening","New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.","https://t.co/ZJEbFLWzAK",FALSE,9811,10512,88,8316,312,2016-11-21 00:49:27,FALSE,"https://t.co/ZJEbFLWzAK","http://nyeveningnews.com/","en","https://pbs.twimg.com/profile_banners/800501342653399040/1507463209","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/800505259332431872/3jpChnkg_normal.jpg"
"x87719246","Vanderbilt Nursing","VanderbiltNurse","Nashville, TN","Official Vanderbilt Univ. School of Nursing account for all followers. @BetseyU1 writes most tweets. Social media guidelines: https://t.co/JLeNlSwI6y. Use #VUSN","https://t.co/Cuv9xdV7qh",FALSE,5836,334,105,10970,1016,2009-11-05 16:02:05,FALSE,"https://t.co/Cuv9xdV7qh","https://nursing.vanderbilt.edu/","en","https://pbs.twimg.com/profile_banners/87719246/1490716780","http://pbs.twimg.com/profile_background_images/378800000056661755/47ea2e3822c9644c6b01fb965b0f097f.jpeg","http://pbs.twimg.com/profile_images/816398700515708928/lSw2fmTs_normal.jpg"
"x33517296","ABC6","wsyx6","Columbus, OH","News, weather, and traffic from Central Ohio and beyond! https://t.co/YfvYyxiwHl Breaking News Tips Call 614-481-6659","https://t.co/QklQcXcO5V",FALSE,148784,5678,1146,144048,5253,2009-04-20 13:49:55,TRUE,"https://t.co/QklQcXcO5V","http://www.abc6onyourside.com","en","https://pbs.twimg.com/profile_banners/33517296/1507558939","http://pbs.twimg.com/profile_background_images/505085277107277825/s_1vTdZ6.jpeg","http://pbs.twimg.com/profile_images/965662475441106944/AFw1CirH_normal.jpg"
"x19680310","Marla","zoyaroses","Alabama, US","Christian/deaf mom to 2 amazing teenagers, married 2 amazing @BMXDad482, love beach/shopping, TIVA fan! 'You gotta believe what you gotta believe' Tony DiNozzo","https://t.co/Iy3phpCUDn",FALSE,980,439,39,127283,38249,2009-01-28 22:20:51,FALSE,"https://t.co/Iy3phpCUDn","http://zoyarose.tumblr.com","en","https://pbs.twimg.com/profile_banners/19680310/1401387985","http://pbs.twimg.com/profile_background_images/472081896008990720/iB6Tfnif.jpeg","http://pbs.twimg.com/profile_images/907281424537055232/KRfXZ1QS_normal.jpg"
"x106590266","Franky Wong","frankywong2000","","","http://t.co/r6GUTu1h0F",FALSE,246,374,30,60149,11,2010-01-20 01:46:23,FALSE,"http://t.co/r6GUTu1h0F","http://www.facebook.com/frankywong2000","en","https://pbs.twimg.com/profile_banners/106590266/1355111184","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/583063349371346944/96v-NMsS_normal.jpg"
"x97292923","juliexx","julieme0ww","Nowhere","Future Mrs.Underwood 💍 || EST19XX 🥀|| IG: julieekatzz || RN, BSN👩‍⚕️💉","https://t.co/Uhx1saz8Ee",FALSE,224,108,0,6925,1697,2009-12-16 21:28:42,FALSE,"https://t.co/Uhx1saz8Ee","https://youtu.be/VVMlDw5KnQw","en","https://pbs.twimg.com/profile_banners/97292923/1472503120","http://pbs.twimg.com/profile_background_images/437762672231071745/ZyB2Xzue.jpeg","http://pbs.twimg.com/profile_images/770360030365384713/f9k-mvuv_normal.jpg"
"x800501342653399040","The NY Evening","TheNYevening","New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.","https://t.co/ZJEbFLWzAK",FALSE,9811,10512,88,8316,312,2016-11-21 00:49:27,FALSE,"https://t.co/ZJEbFLWzAK","http://nyeveningnews.com/","en","https://pbs.twimg.com/profile_banners/800501342653399040/1507463209","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/800505259332431872/3jpChnkg_normal.jpg"
